GeneId	Symbol	Type	TranscriptsWithConservation	NonredundantExons	SpeciesWithSeqOrthologs	SpeciesWithBLAST	SpeciesWithWGA	SpeciesWithSynteny	SpeciesWithSequenceAndSynteny	Mouse BLAST	Mouse WGA	Mouse Synteny	Mouse Sequence+Synteny	Mouse Sequence region number	Mouse Sequence regions	Mouse Sequence exon number	Mouse Sequence exons	Mouse conserved region length
ENSG00000231492.2_5	[AP003774.2]	[lincRNA]	[ENST00000449694.2_1, ENST00000569737.1_1]	5	[]	[]	[]	[Mouse]	[]			[ENSMUST00000137405.1, ENSMUST00000235920.1]		0		0		0
ENSG00000265413.1_6	[AP001094.2]	[sense_intronic]	[ENST00000578897.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000233130.1, ENSMUST00000233228.1]		0		0		0
ENSG00000254298.1_5	[AC008641.1]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000279725.1_5	[AL391005.1]	[TEC]	[ENST00000623953.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000210823.1]		0		0		0
ENSG00000250451.5_4	[HOXC-AS1]	[antisense]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000255882.1_5	[AC091814.1]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000227459.1_2	[AC079612.2]	[lincRNA]	[ENST00000446029.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000181260.1, ENSMUST00000187370.1, ENSMUST00000194827.1]		0		0		0
ENSG00000235138.1_5	[AL445931.1]	[antisense]	[ENST00000412181.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000156020.1]		0		0		0
ENSG00000250387.2_5	[LINC02197]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000277767.1_5	[AL442128.2]	[lincRNA]	[ENST00000620246.1_2]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000134409.1, ENSMUST00000209605.1, ENSMUST00000209697.1, ENSMUST00000210502.1]		0		0		0
ENSG00000256256.1_5	[AC019209.1]	[lincRNA]	[ENST00000544399.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000144757.1]		0		0		0
ENSG00000249403.1_5	[AC008413.2]	[lincRNA]	[ENST00000507398.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000202970.1, ENSMUST00000221718.1, ENSMUST00000221931.1, ENSMUST00000222780.1]		0		0		0
ENSG00000213863.2_5	[AL731661.1]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000224468.3_5	[LAMC1-AS1]	[antisense]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000223436.1_4	[AC011625.1]	[antisense]	[ENST00000455442.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000127668.1, ENSMUST00000136224.1, ENSMUST00000140465.1, ENSMUST00000143328.1, ENSMUST00000150314.1, ENSMUST00000152538.1, ENSMUST00000153328.1, ENSMUST00000209254.1, ENSMUST00000209562.1, ENSMUST00000209571.1, ENSMUST00000209658.1, ENSMUST00000209659.1, ENSMUST00000210387.1, ENSMUST00000210892.1, ENSMUST00000210985.1]		0		0		0
ENSG00000129845.5_2	[TTTY1]	[lincRNA]	[]	5	[]	[]	[]	[]	[]					0		0		0
ENSG00000285875.1_1	[AL035446.2]	[lincRNA]	[ENST00000650553.1_1]	5	[]	[]	[]	[Mouse]	[]			[ENSMUST00000220206.1]		0		0		0
ENSG00000260957.1_5	[AC126323.5]	[lincRNA]	[ENST00000569913.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000068526.6, ENSMUST00000186205.1, ENSMUST00000196844.1]		0		0		0
ENSG00000236915.2_7	[CLCA4-AS1]	[antisense]	[ENST00000456587.1_2, ENST00000650379.1_1]	7	[]	[]	[]	[Mouse]	[]			[ENSMUST00000136170.3, ENSMUST00000196146.1, ENSMUST00000198543.1, ENSMUST00000198898.1]		0		0		0
ENSG00000225284.1_5	[AC018693.1]	[antisense]	[ENST00000442829.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000234217.1]		0		0		0
ENSG00000285117.1_2	[AC068724.4]	[processed_transcript]	[]	4	[]	[]	[]	[]	[]					0		0		0
ENSG00000264622.1_5	[AC022903.1]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000258718.2_5	[LINC02311]	[lincRNA]	[ENST00000556144.1_2, ENST00000556819.1_2, ENST00000648079.1_1]	5	[]	[]	[]	[Mouse]	[]			[ENSMUST00000223202.1]		0		0		0
ENSG00000233785.1_5	[AC131011.1]	[antisense]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000261098.1_5	[AP000766.1]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000270120.1_6	[AC007728.3]	[sense_intronic]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000234300.1_5	[LINC00229]	[lincRNA]	[ENST00000443783.1_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000229199.1]		0		0		0
ENSG00000255970.1_5	[LINC02421]	[lincRNA]	[ENST00000542219.1_1]	5	[Mouse]	[]	[Mouse]	[Mouse]	[]		[ENSMUST00000218715.1, ENSMUST00000218911.1]	[ENSMUST00000191892.1, ENSMUST00000219775.1]		1	68102826-68104465;	1	68102826-68104465;	136207291
ENSG00000279168.2_4	[AC105052.4]	[sense_overlapping]	[ENST00000639209.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000159838.1]		0		0		0
ENSG00000248559.1_5	[AC109454.2]	[antisense]	[ENST00000503470.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000181262.1]		0		0		0
ENSG00000278084.1_5	[AC069503.3]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000279198.1_5	[AC008894.3]	[TEC]	[ENST00000624324.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000156664.1, ENSMUST00000181918.1]		0		0		0
ENSG00000249885.1_5	[ARHGEF38-IT1]	[sense_intronic]	[ENST00000512262.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000199187.1]		0		0		0
ENSG00000254227.1_5	[AC024681.2]	[lincRNA]	[ENST00000523525.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000226736.1, ENSMUST00000226854.1, ENSMUST00000227412.1, ENSMUST00000227875.1]		0		0		0
ENSG00000262558.1_6	[AC129507.3]	[antisense]	[ENST00000571512.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000127424.7, ENSMUST00000135873.1, ENSMUST00000139361.1]		0		0		0
ENSG00000267612.1_5	[AC008759.2]	[lincRNA]	[ENST00000585880.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000054947.7, ENSMUST00000136376.1, ENSMUST00000138471.1, ENSMUST00000170938.1, ENSMUST00000180846.1, ENSMUST00000215582.1]		0		0		0
ENSG00000273270.1_5	[AC090114.2]	[lincRNA]	[ENST00000608477.1_2]	1	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[ENSMUST00000190120.1]	[ENSMUST00000190120.1]	[ENSMUST00000190120.1]	[ENSMUST00000190120.1]	1	128164069-128171123;	1	128164069-128171123;	256335192
ENSG00000237280.1_6	[AL136982.3]	[sense_intronic]	[ENST00000454709.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000227403.1]		0		0		0
ENSG00000260160.1_6	[AC011468.1]	[sense_overlapping]	[ENST00000569091.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000232004.1]		0		0		0
ENSG00000228192.7_5	[AL512353.1]	[antisense]	[]	8	[]	[]	[]	[]	[]					0		0		0
ENSG00000224281.4_4	[SLC25A5-AS1]	[processed_transcript]	[ENST00000395539.2_1, ENST00000445759.1_1, ENST00000609227.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000180483.1]		0		0		0
ENSG00000254662.1_5	[AP000781.1]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000234956.6_5	[LINC02539]	[lincRNA]	[ENST00000411615.5_1, ENST00000419220.1_1, ENST00000645996.1_1]	5	[]	[]	[]	[Mouse]	[]			[ENSMUST00000213234.1, ENSMUST00000215762.1, ENSMUST00000216041.1, ENSMUST00000216683.1]		0		0		0
ENSG00000253417.5_4	[LINC02159]	[lincRNA]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000251336.1_6	[TEMN3-AS1]	[lincRNA]	[ENST00000510211.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000185458.1, ENSMUST00000186135.1, ENSMUST00000187946.6, ENSMUST00000188936.1, ENSMUST00000189912.1, ENSMUST00000190967.1, ENSMUST00000212466.1, ENSMUST00000212945.1]		0		0		0
ENSG00000258098.1_5	[LINC02286]	[lincRNA]	[ENST00000552425.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000146949.1, ENSMUST00000217744.1, ENSMUST00000217951.1, ENSMUST00000218252.1, ENSMUST00000218639.1, ENSMUST00000218845.1, ENSMUST00000219501.1, ENSMUST00000219623.1, ENSMUST00000220114.1]		0		0		0
ENSG00000285881.1_1	[AC105206.3]	[antisense]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000226791.6_3	[LINC02611]	[lincRNA]	[ENST00000419865.5_1, ENST00000622970.1_2, ENST00000623301.1_2, ENST00000624259.3_1, ENST00000629175.2_2]	5	[]	[]	[]	[Mouse]	[]			[ENSMUST00000192316.1, ENSMUST00000192480.1]		0		0		0
ENSG00000237337.1_5	[AL592182.2]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000278834.1_5	[AC073508.3]	[antisense]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000286174.1_1	[AL596330.2]	[antisense]	[ENST00000652162.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000194607.1]		0		0		0
ENSG00000254057.1_5	[AC084346.1]	[lincRNA]	[ENST00000520962.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000128443.1, ENSMUST00000130117.1, ENSMUST00000146154.1, ENSMUST00000154194.1, ENSMUST00000181295.1]		0		0		0
ENSG00000268287.1_5	[AC008687.3]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000182648.12_5	[LINC01006]	[lincRNA]	[ENST00000333319.6_2, ENST00000418309.1_1, ENST00000435354.1_1, ENST00000458645.5_1, ENST00000624071.1_1, ENST00000651649.1_1, ENST00000652322.1_1]	14	[]	[]	[]	[Mouse]	[]			[ENSMUST00000199610.1]		0		0		0
ENSG00000278611.1_5	[ZNF426-DT]	[lincRNA]	[ENST00000613560.1_1, ENST00000619671.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000180846.1]		0		0		0
ENSG00000230417.11_4	[LINC00856]	[lincRNA]	[ENST00000415959.1_1, ENST00000423770.5_1, ENST00000432742.1_1, ENST00000434974.1_1, ENST00000459633.1_1, ENST00000461034.1_1, ENST00000476909.1_1, ENST00000624665.3_1, ENST00000634389.1_1, ENST00000634452.1_1, ENST00000634735.1_1, ENST00000634933.1_1, ENST00000634946.1_1, ENST00000635180.1_1, ENST00000635422.1_1, ENST00000635520.1_1, ENST00000635545.1_1]	24	[]	[]	[]	[Mouse]	[]			[ENSMUST00000038250.3, ENSMUST00000100826.2, ENSMUST00000159562.1, ENSMUST00000159744.1, ENSMUST00000223735.1, ENSMUST00000224456.1, ENSMUST00000225654.1]		0		0		0
ENSG00000263198.1	[RP11-517A5.4]	[antisense]	[ENST00000571911.1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000205957.1]		0		0		0
ENSG00000253711.1_5	[AC023866.1]	[antisense]	[ENST00000518064.1_1, ENST00000521801.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000142744.1, ENSMUST00000149848.1, ENSMUST00000155578.1, ENSMUST00000181165.1]		0		0		0
ENSG00000236581.8_5	[STARD13-AS]	[processed_transcript]	[ENST00000585861.5_1, ENST00000586424.5_1, ENST00000586727.5_1, ENST00000587441.5_1, ENST00000588660.5_1, ENST00000588966.5_1, ENST00000589122.1_1, ENST00000589472.5_1, ENST00000589800.5_1, ENST00000589816.5_1, ENST00000590003.5_1, ENST00000590434.5_1, ENST00000590747.5_1, ENST00000590997.5_1, ENST00000591781.5_1, ENST00000592544.5_1, ENST00000607935.5_2, ENST00000607944.5_2, ENST00000608060.5_2, ENST00000608175.5_2, ENST00000608197.5_2, ENST00000608205.5_2, ENST00000608315.5_2, ENST00000608496.5_2, ENST00000608539.5_2, ENST00000608695.5_2, ENST00000608803.5_2, ENST00000608981.5_2, ENST00000609061.2_2, ENST00000609063.5_2, ENST00000609108.5_2, ENST00000609137.5_2, ENST00000609167.5_2, ENST00000609233.5_2, ENST00000609335.5_2, ENST00000609343.5_2, ENST00000609351.5_2, ENST00000609536.5_2, ENST00000609588.5_2, ENST00000609608.5_2, ENST00000609615.5_2, ENST00000609788.5_2, ENST00000609790.5_2, ENST00000609995.5_2, ENST00000609997.5_2, ENST00000610218.5_2, ENST00000610879.4_2, ENST00000628131.2_2]	13	[]	[]	[]	[Mouse]	[]			[ENSMUST00000181114.5, ENSMUST00000181555.3, ENSMUST00000201142.3, ENSMUST00000201853.1, ENSMUST00000202024.3, ENSMUST00000202216.1, ENSMUST00000202597.1]		0		0		0
ENSG00000267213.4_5	[AC007773.1]	[antisense]	[ENST00000592680.2_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000052454.2, ENSMUST00000181078.1, ENSMUST00000187873.1]		0		0		0
ENSG00000179818.13_3	[PCBP1-AS1]	[processed_transcript]	[ENST00000366234.7_1, ENST00000411429.5_1, ENST00000413069.5_1, ENST00000413436.5_1, ENST00000413791.5_1, ENST00000415060.6_1, ENST00000415222.5_1, ENST00000415742.5_1, ENST00000416068.5_1, ENST00000416395.5_1, ENST00000416506.5_1, ENST00000418308.5_1, ENST00000418564.5_1, ENST00000419542.3_1, ENST00000419963.5_1, ENST00000420309.5_1, ENST00000421255.5_1, ENST00000421843.5_1, ENST00000422515.5_1, ENST00000423402.5_1, ENST00000424748.1_1, ENST00000425333.5_1, ENST00000425601.5_1, ENST00000429599.6_1, ENST00000432604.5_1, ENST00000434781.5_1, ENST00000435880.6_1, ENST00000437019.1_1, ENST00000437456.5_1, ENST00000439670.6_1, ENST00000439892.5_1, ENST00000442040.5_1, ENST00000442326.1_1, ENST00000444320.5_1, ENST00000444410.5_1, ENST00000449178.5_1, ENST00000452431.5_1, ENST00000456161.5_1, ENST00000457076.5_1, ENST00000457770.5_1, ENST00000457870.5_1, ENST00000458686.5_1, ENST00000458698.6_1, ENST00000594376.6_1, ENST00000594548.5_1, ENST00000595459.5_1, ENST00000596028.5_1, ENST00000596259.3_1, ENST00000596573.5_1, ENST00000596665.5_1, ENST00000597318.5_1, ENST00000598586.1_1, ENST00000599427.5_1, ENST00000599673.5_1, ENST00000600002.5_1, ENST00000601395.1_1, ENST00000601396.5_1, ENST00000601431.5_1, ENST00000601494.1_1, ENST00000602091.1_1, ENST00000603347.5_1, ENST00000604346.5_1, ENST00000609075.5_1, ENST00000609543.5_1, ENST00000610168.1_1, ENST00000612202.4_1, ENST00000612430.3_1, ENST00000612876.4_1, ENST00000613944.3_1, ENST00000614826.4_1, ENST00000617142.3_1, ENST00000625215.2_1, ENST00000625227.2_1, ENST00000625257.2_1, ENST00000625439.2_1, ENST00000625447.2_1, ENST00000625490.2_1, ENST00000625518.2_1, ENST00000625625.2_1, ENST00000625691.2_1, ENST00000625724.1_1, ENST00000625783.2_1, ENST00000625788.2_1, ENST00000625838.2_1, ENST00000625864.2_1, ENST00000625888.2_1, ENST00000625955.2_1, ENST00000626162.2_1, ENST00000626343.2_1, ENST00000626370.2_1, ENST00000626440.2_1, ENST00000626495.2_1, ENST00000626509.2_1, ENST00000626515.2_1, ENST00000626558.2_1, ENST00000626574.2_1, ENST00000626609.2_1, ENST00000626632.2_1, ENST00000626683.2_1, ENST00000626735.2_1, ENST00000626769.2_1, ENST00000626834.2_1, ENST00000626842.2_1, ENST00000626898.2_1, ENST00000627019.1_1, ENST00000627037.2_1, ENST00000627050.2_1, ENST00000627074.2_1, ENST00000627155.2_1, ENST00000627181.2_1, ENST00000627189.2_1, ENST00000627325.2_1, ENST00000627327.2_1, ENST00000627398.2_1, ENST00000627487.2_1, ENST00000627528.2_1, ENST00000627540.2_1, ENST00000627542.2_1, ENST00000627630.2_1, ENST00000627918.2_1, ENST00000628102.2_1, ENST00000628147.2_1, ENST00000628201.2_1, ENST00000628263.2_1, ENST00000628305.2_1, ENST00000628308.2_1, ENST00000628322.2_1, ENST00000628374.2_1, ENST00000628455.2_1, ENST00000628551.2_1, ENST00000628659.2_1, ENST00000628667.2_1, ENST00000628757.2_1, ENST00000628837.2_1, ENST00000628883.2_1, ENST00000628920.2_1, ENST00000629084.2_1, ENST00000629178.2_1, ENST00000629184.2_1, ENST00000629188.2_1, ENST00000629212.2_1, ENST00000629304.1_1, ENST00000629339.2_1, ENST00000629374.2_1, ENST00000629407.2_1, ENST00000629415.2_1, ENST00000629485.2_1, ENST00000629506.2_1, ENST00000629533.2_1, ENST00000629603.2_1, ENST00000629605.2_1, ENST00000629825.2_1, ENST00000629836.2_1, ENST00000629909.2_1, ENST00000629943.2_1, ENST00000630206.2_1, ENST00000630214.2_1, ENST00000630280.2_1, ENST00000630283.2_1, ENST00000630377.2_1, ENST00000630457.2_1, ENST00000630520.2_1, ENST00000630522.2_1, ENST00000630685.2_1, ENST00000630746.2_1, ENST00000630759.2_1, ENST00000630975.2_1, ENST00000630985.2_1, ENST00000631107.2_1, ENST00000631110.2_1]	51	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[ENSMUST00000180896.7, ENSMUST00000204047.2, ENSMUST00000204663.1]	[ENSMUST00000180896.7, ENSMUST00000181928.3, ENSMUST00000204008.2, ENSMUST00000204047.2, ENSMUST00000204068.2, ENSMUST00000204288.1, ENSMUST00000204663.1, ENSMUST00000204738.2, ENSMUST00000205028.1]	[ENSMUST00000180896.7, ENSMUST00000181928.3, ENSMUST00000187779.1, ENSMUST00000190728.1, ENSMUST00000204008.2, ENSMUST00000204047.2, ENSMUST00000204068.2, ENSMUST00000204543.1, ENSMUST00000204663.1, ENSMUST00000204738.2, ENSMUST00000205028.1]	[ENSMUST00000180896.7, ENSMUST00000181928.3, ENSMUST00000204008.2, ENSMUST00000204047.2, ENSMUST00000204068.2, ENSMUST00000204663.1, ENSMUST00000204738.2, ENSMUST00000205028.1]	7	70277731-70278437;70296250-70296514;70310638-70310819;70312678-70313620;70314109-70314147;70314204-70314567;70322090-70322298;	7	70277731-70278437;70296250-70296514;70310638-70310819;70312678-70313620;70314109-70314147;70314204-70314567;70322090-70322298;	984298102
ENSG00000224387.1_5	[AL139246.1]	[antisense]	[ENST00000424657.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000097750.2]		0		0		0
ENSG00000285810.1_1	[AC018511.5]	[antisense]	[ENST00000649504.1_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000141004.1, ENSMUST00000141656.2, ENSMUST00000142076.1]		0		0		0
ENSG00000262147.1_5	[AC124283.2]	[antisense]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000271980.1_5	[AC012640.4]	[antisense]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000237484.5_4	[LINC01684]	[lincRNA]	[]	8	[]	[]	[]	[]	[]					0		0		0
ENSG00000258525.1_5	[AL049830.3]	[antisense]	[]	6	[]	[]	[]	[]	[]					0		0		0
ENSG00000274695.1_5	[AC108704.1]	[lincRNA]	[ENST00000611714.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000196415.1]		0		0		0
ENSG00000272273.1_5	[IER3-AS1]	[antisense]	[ENST00000607333.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000173840.1, ENSMUST00000174630.1]		0		0		0
ENSG00000218672.1_5	[AC008060.1]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000212743.2_6	[LINC02656]	[lincRNA]	[ENST00000391437.2_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000192432.1, ENSMUST00000192626.1, ENSMUST00000193857.1, ENSMUST00000194883.1, ENSMUST00000195494.1, ENSMUST00000195716.1]		0		0		0
ENSG00000248994.1_5	[AC126768.2]	[lincRNA]	[ENST00000511693.1_1, ENST00000513419.1_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000223149.1]		0		0		0
ENSG00000226133.6_6	[AL356289.1]	[lincRNA]	[]	8	[]	[]	[]	[]	[]					0		0		0
ENSG00000261467.2_5	[AC099398.1]	[lincRNA]	[ENST00000567919.1_1]	1	[Mouse]	[]	[Mouse]	[]	[]		[ENSMUST00000200700.1]			1	73400321-73403097;	1	73400321-73403097;	146803418
ENSG00000253184.1_5	[AC011586.1]	[lincRNA]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000285981.1_1	[AL591888.1]	[lincRNA]	[ENST00000648518.1_1]	5	[]	[]	[]	[Mouse]	[]			[ENSMUST00000197569.1, ENSMUST00000200424.1]		0		0		0
ENSG00000267672.1_6	[AC010632.2]	[sense_intronic]	[ENST00000588369.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000180801.2]		0		0		0
ENSG00000228109.1_5	[MELTF-AS1]	[antisense]	[]	6	[]	[]	[]	[]	[]					0		0		0
ENSG00000267079.1_5	[AP001269.2]	[lincRNA]	[ENST00000590055.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000127708.7, ENSMUST00000144078.7, ENSMUST00000145081.7]		0		0		0
ENSG00000278969.1_5	[AC026310.3]	[TEC]	[ENST00000625186.1_1]	1	[Mouse]	[]	[Mouse]	[Mouse]	[Mouse]		[ENSMUST00000180763.1]	[ENSMUST00000139351.7, ENSMUST00000141440.1, ENSMUST00000152192.1, ENSMUST00000154167.1, ENSMUST00000155562.1, ENSMUST00000180763.1]	[ENSMUST00000180763.1]	1	25055242-25057615;	1	25055242-25057615;	50112857
ENSG00000272758.5_5	[AC083798.2]	[antisense]	[ENST00000608015.1_2, ENST00000608346.1_2, ENST00000608465.5_2, ENST00000608756.5_2, ENST00000609469.5_2]	7	[]	[]	[]	[Mouse]	[]			[ENSMUST00000144134.2, ENSMUST00000173605.1, ENSMUST00000174085.7]		0		0		0
ENSG00000279332.1_5	[AC090772.4]	[TEC]	[ENST00000623599.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000188118.1, ENSMUST00000234209.1, ENSMUST00000234607.1]		0		0		0
ENSG00000226508.1_4	[LINC01918]	[lincRNA]	[]	3	[]	[]	[]	[]	[]					0		0		0
ENSG00000271715.1_5	[AC012640.3]	[lincRNA]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000177338.13_2	[LINC00469]	[lincRNA]	[ENST00000321800.11_1, ENST00000544677.1_1, ENST00000579749.1_1]	5	[Mouse]	[]	[Mouse]	[Mouse]	[Mouse]		[ENSMUST00000126577.1, ENSMUST00000154037.1]	[ENSMUST00000126577.1, ENSMUST00000128183.1, ENSMUST00000141088.1, ENSMUST00000148405.1, ENSMUST00000154037.1]	[ENSMUST00000126577.1, ENSMUST00000154037.1]	1	71757073-71757165;	1	71757073-71757165;	143514238
ENSG00000279502.1_6	[AC016542.2]	[TEC]	[ENST00000624201.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000168284.1]		0		0		0
ENSG00000263990.1_5	[AC004253.1]	[lincRNA]	[ENST00000583236.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000137738.1]		0		0		0
ENSG00000235244.3_4	[DANT2]	[lincRNA]	[ENST00000430756.2_1]	3	[]	[]	[]	[Mouse]	[]			[ENSMUST00000123014.1, ENSMUST00000125569.7, ENSMUST00000152648.1, ENSMUST00000155208.1, ENSMUST00000178516.1, ENSMUST00000181848.1]		0		0		0
ENSG00000280169.1_5	[AL136526.1]	[antisense]	[ENST00000624456.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000100291.2, ENSMUST00000136187.1, ENSMUST00000161599.1, ENSMUST00000162218.1]		0		0		0
ENSG00000259341.1_5	[AC015660.1]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000250838.1_5	[AC091133.2]	[antisense]	[ENST00000505903.1_1]	3	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[Mouse]	[ENSMUST00000191263.1]	[ENSMUST00000191263.1]	[ENSMUST00000125956.1, ENSMUST00000129261.1, ENSMUST00000191263.1]	[ENSMUST00000191263.1]	3	47072627-47072944;47073779-47073853;47074817-47074854;	3	47072627-47072944;47073779-47073853;47074817-47074854;	282442874
ENSG00000231004.2_2	[CECR9]	[TEC]	[ENST00000453421.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000177251.1, ENSMUST00000204672.1]		0		0		0
ENSG00000237413.5_6	[AC096531.2]	[processed_transcript]	[]	9	[]	[]	[]	[]	[]					0		0		0
ENSG00000281477.1_4	[LINC01955]	[lincRNA]	[ENST00000626392.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000181774.2, ENSMUST00000233693.1]		0		0		0
ENSG00000215533.8_3	[LINC00189]	[sense_overlapping]	[ENST00000420364.1_1, ENST00000431661.1_1, ENST00000447125.5_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000069809.5, ENSMUST00000175717.1, ENSMUST00000176296.1, ENSMUST00000189929.1]		0		0		0
ENSG00000279138.1_5	[AP002847.1]	[TEC]	[]	1	[]	[]	[]	[]	[]					0		0		0
ENSG00000229042.2_5	[AL031656.1]	[antisense]	[ENST00000457704.2_1, ENST00000608258.1_1]	4	[]	[]	[]	[Mouse]	[]			[ENSMUST00000131401.1, ENSMUST00000145985.1, ENSMUST00000151260.1, ENSMUST00000151688.1, ENSMUST00000155173.1, ENSMUST00000209874.1]		0		0		0
ENSG00000257740.1_6	[AC073896.3]	[antisense]	[ENST00000546789.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000217945.1, ENSMUST00000222959.1]		0		0		0
ENSG00000231052.1_5	[AL353614.1]	[lincRNA]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000255429.1_6	[AP003400.1]	[lincRNA]	[ENST00000528319.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000208879.1]		0		0		0
ENSG00000240450.1_6	[CSPG4P1Y]	[processed_transcript]	[]	2	[]	[]	[]	[]	[]					0		0		0
ENSG00000234722.4_5	[LINC01287]	[lincRNA]	[ENST00000416982.1_1, ENST00000453187.1_1, ENST00000454441.2_1, ENST00000647863.1_1]	8	[]	[]	[]	[Mouse]	[]			[ENSMUST00000030910.5, ENSMUST00000124392.1, ENSMUST00000167847.2, ENSMUST00000196508.1, ENSMUST00000197091.4, ENSMUST00000198070.4, ENSMUST00000199295.4]		0		0		0
ENSG00000272853.1_5	[AC069544.1]	[lincRNA]	[ENST00000609399.1_1]	1	[]	[]	[]	[Mouse]	[]			[ENSMUST00000149932.1]		0		0		0
ENSG00000257910.1_5	[AC124784.1]	[antisense]	[ENST00000552426.1_1]	2	[]	[]	[]	[Mouse]	[]			[ENSMUST00000188776.6, ENSMUST00000190237.1, ENSMUST00000191286.1, ENSMUST00000191429.6]		0		0		0
ENSG00000279573.1_6	[AC134407.2]	[TEC]	[]	1	[]	[]	[]	[]	[]					0		0		0
